Key,Source,Context,Changes,English,German
perkAncientYetiRank9Desc,progression,Skills,,Kill the Ancient Yeti 48 times,Kill the Ancient Yeti 48 times
perkAncientYetiRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]27%[-], Damage taken from Ancient Yeti decreased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]","[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]27%[-], Damage taken from Ancient Yeti decreased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]"
perkAncientYetiRank10Desc,progression,Skills,,Kill the Ancient Yeti 60 times,Kill the Ancient Yeti 60 times
perkAncientYetiRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]30%[-], Damage taken from Ancient Yeti decreased by [DECEA3]25%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]ANCIENT YETI'S FEAR[-]\nYou are not afraid of Ancient Yeti. Its freezing aura no longer affects your mind or vision.","[DECEA3]BONUSES:[-]\nDamage to Ancient Yeti increased by [DECEA3]30%[-], Damage taken from Ancient Yeti decreased by [DECEA3]25%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]ANCIENT YETI'S FEAR[-]\nYou are not afraid of Ancient Yeti. Its freezing aura no longer affects your mind or vision."
perkBossCarrierName,progression,perk,,Carrier,Träger
perkBossCarrierDesc,progression,perk,,"It is best not to touch this creature at all. Yet the lure of loot often wins out, even when it is rarely worth the risk. Still, everything has a weakness. Find it by killing as many of these monsters as possible.\n\n[DECEA3]Kills so far: {cvar(CountBossCarrier:0)}[-]","Es ist am besten, diese Kreatur überhaupt nicht zu berühren. Doch oft siegt die Verlockung der Beute, auch wenn sie das Risiko selten wert ist. Dennoch hat alles eine Schwäche. Finde es, indem du so viele dieser Monster wie möglich tötest.\n\n[DECEA3]Bisherige Tötungen: {cvar(CountBossCarrier:0)}[-]"
Carrier_LevelUP,UI,Tooltip,,Increased passive skill: Carrier,Erhöhte passive Fähigkeit: Träger
reqPerkCarrier01,progression,Attribute,,{cvar(CountBossCarrier:0)} of 1,{cvar(CountBossCarrier:0)} von 1
reqPerkCarrier02,progression,Attribute,,{cvar(CountBossCarrier:0)} of 2,{cvar(CountBossCarrier:0)} von 2
reqPerkCarrier03,progression,Attribute,,{cvar(CountBossCarrier:0)} of 4,{cvar(CountBossCarrier:0)} von 4
reqPerkCarrier04,progression,Attribute,,{cvar(CountBossCarrier:0)} of 6,{cvar(CountBossCarrier:0)} von 6
reqPerkCarrier05,progression,Attribute,,{cvar(CountBossCarrier:0)} of 10,{cvar(CountBossCarrier:0)} von 10
reqPerkCarrier06,progression,Attribute,,{cvar(CountBossCarrier:0)} of 14,{cvar(CountBossCarrier:0)} von 14
reqPerkCarrier07,progression,Attribute,,{cvar(CountBossCarrier:0)} of 18,{cvar(CountBossCarrier:0)} von 18
reqPerkCarrier08,progression,Attribute,,{cvar(CountBossCarrier:0)} of 24,{cvar(CountBossCarrier:0)} von 24
reqPerkCarrier09,progression,Attribute,,{cvar(CountBossCarrier:0)} of 32,{cvar(CountBossCarrier:0)} von 32
reqPerkCarrier10,progression,Attribute,,{cvar(CountBossCarrier:0)} of 40,{cvar(CountBossCarrier:0)} von 40
perkCarrierRank1Desc,progression,Skills,,Kill the Carrier 1 time,Töte den Träger 1 Mal
perkCarrierRank1LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Carrier increased by [DECEA3]3%[-],[DECEA3]BONI:[-]\nSchaden am Träger um [DECEA3]3 %[-] erhöht
perkCarrierRank2Desc,progression,Skills,,Kill the Carrier 2 times,Töte den Träger 2 Mal
perkCarrierRank2LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Carrier increased by [DECEA3]6%[-],[DECEA3]BONI:[-]\nSchaden am Träger um [DECEA3]6 %[-] erhöht
perkCarrierRank3Desc,progression,Skills,,Kill the Carrier 4 times,Töte den Träger 4 Mal
perkCarrierRank3LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Carrier increased by [DECEA3]9%[-],[DECEA3]BONI:[-]\nSchaden am Träger um [DECEA3]9 %[-] erhöht
perkCarrierRank4Desc,progression,Skills,,Kill the Carrier 6 times,Töte den Träger 6 Mal
perkCarrierRank4LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Carrier increased by [DECEA3]12%[-],[DECEA3]BONI:[-]\nSchaden am Träger um [DECEA3]12 %[-] erhöht
perkCarrierRank5Desc,progression,Skills,,Kill the Carrier 10 times,Töte den Träger 10 Mal
perkCarrierRank5LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Carrier increased by [DECEA3]15%[-],[DECEA3]BONI:[-]\nSchaden am Träger um [DECEA3]15 %[-] erhöht
perkCarrierRank6Desc,progression,Skills,,Kill the Carrier 14 times,Töte den Träger 14 Mal
perkCarrierRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Carrier increased by [DECEA3]18%[-], Damage taken from Carrier decreased by [DECEA3]5%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]6%[-]","[DECEA3]BONI:[-]\nSchaden am Träger um [DECEA3]18 %[-] erhöht, vom Träger erlittener Schaden um [DECEA3]5 %[-] verringert, Menge der erhaltenen „Mutationsproben“ um [DECEA3]6 %[-] erhöht"
perkCarrierRank7Desc,progression,Skills,,Kill the Carrier 18 times,Töte den Träger 18 Mal
perkCarrierRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Carrier increased by [DECEA3]21%[-], Damage taken from Carrier decreased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]","[DECEA3]BONI:[-]\nSchaden am Träger um [DECEA3]21 %[-] erhöht, vom Träger erlittener Schaden um [DECEA3]10 %[-] verringert, Menge der erhaltenen „Mutationsproben“ um [DECEA3]12 %[-] erhöht"
perkCarrierRank8Desc,progression,Skills,,Kill the Carrier 24 times,Töte den Träger 24 Mal
perkCarrierRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Carrier increased by [DECEA3]24%[-], Damage taken from Carrier decreased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]","[DECEA3]BONI:[-]\nSchaden am Träger um [DECEA3]24 %[-] erhöht, vom Träger erlittener Schaden um [DECEA3]15 %[-] verringert, Menge der erhaltenen „Mutationsproben“ um [DECEA3]18 %[-] erhöht"
perkCarrierRank9Desc,progression,Skills,,Kill the Carrier 32 times,Töte den Träger 32 Mal
perkCarrierRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Carrier increased by [DECEA3]27%[-], Damage taken from Carrier decreased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]","[DECEA3]BONI:[-]\nSchaden am Träger um [DECEA3]27 %[-] erhöht, vom Träger erlittener Schaden um [DECEA3]20 %[-] verringert, Menge der erhaltenen „Mutationsproben“ um [DECEA3]24 %[-] erhöht"
perkCarrierRank10Desc,progression,Skills,,Kill the Carrier 40 times,Töte den Träger 40 Mal
perkCarrierRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Carrier increased by [DECEA3]30%[-], Damage taken from Carrier decreased by [DECEA3]25%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]CARRIER'S FEAR[-]\nYou are not afraid of Carrier. You are not affected by the miniboss's active radiation.","[DECEA3]BONI:[-]\nDer Schaden des Trägers wurde um [DECEA3]30 %[-] erhöht, der vom Träger erlittene Schaden wurde um [DECEA3]25 %[-] verringert, die Menge der erhaltenen „Mutationsproben“ wurde um [DECEA3]30 %[-] erhöht\n\n[DECEA3]BONUSFÄHIGKEIT[-] [FFB800]TRÄGER ANGST[-]\nDu hast keine Angst vor Carrier. Sie sind von der aktiven Strahlung des Miniboss nicht betroffen."
buffSecondWindBonusReloadName,buffs,buff,,Second Wind (Recovery),Zweiter Wind (Erholung)
buffSecondWindBonusReloadTooltip,buffs,buff,,Your passive skill Second Wind has been activated,Ihr passiver Skill „Zweiter Wind“ wurde aktiviert
buffSecondWindBonusReloadDesc,buffs,Buff,,Your passive skill Second Wind has activated. You restored 500 stamina. The ability is now recharging.,Deine passive Fertigkeit „Zweiter Wind“ wurde aktiviert. Du hast 500 Ausdauer wiederhergestellt. Die Fähigkeit wird jetzt aufgeladen.
buffIrradiatedBonusReloadName,buffs,buff,,Irradiated (Recovery),Bestrahlt (Erholung)
buffIrradiatedBonusReloadTooltip,buffs,buff,,Your passive skill Irradiated has been activated,Deine passive Fertigkeit „Bestrahlt“ wurde aktiviert
buffIrradiatedBonusReloadDesc,buffs,Buff,,Your passive skill Irradiated has activated. Irradiation has been reduced by [DECEA3]25%[-]. The ability is now recharging.,Deine passive Fertigkeit „Bestrahlt“ wurde aktiviert. Die Strahlung wurde um [DECEA3]25 %[-] reduziert. Die Fähigkeit wird jetzt aufgeladen.
buffPureAdrenalineReloadName,buffs,buff,,Pure Adrenaline (Recovery),Pures Adrenalin (Erholung)
buffPureAdrenalineReloadTooltip,buffs,buff,,Your passive skill Pure Adrenaline has been activated,Ihr passiver Skill Pure Adrenaline wurde aktiviert
buffPureAdrenalineReloadDesc,buffs,Buff,,Your passive skill Pure Adrenaline has activated. You restored 150 health. The ability is now recharging.,Ihr passiver Skill „Pure Adrenaline“ wurde aktiviert. Du hast 150 Gesundheit wiederhergestellt. Die Fähigkeit wird jetzt aufgeladen.
buffMeleeBerserkName,buffs,buff,,Berserk,Berserker
buffMeleeBerserkTooltip,buffs,buff,,Passive skill Berserk is active,Die passive Fertigkeit Berserker ist aktiv
buffMeleeBerserkDesc,buffs,Buff,,"While this ability is active, each hit you take increases your melee damage by [DECEA3]10%[-], up to a maximum of [DECEA3]50%[-].","Während diese Fähigkeit aktiv ist, erhöht jeder Treffer, den du erleidest, deinen Nahkampfschaden um [DECEA3]10 %[-], bis zu einem Maximum von [DECEA3]50 %[-]."

===
=== Z_Perfection ===
===


MagazineNotes,items,Resources,,Notes from magazines,Notizen aus Zeitschriften
MagazineNotesDesc,items,Resources,,"By collecting enough notes, you can get an additional skill point.","Wenn Sie genügend Notizen sammeln, können Sie einen zusätzlichen Fertigkeitspunkt erhalten."
Magazine_AddSkillPoint,items,Books,,Skill Journal,Fähigkeitsjournal
Magazine_AddSkillPointDesc,items,Books,,"When you read it, you will receive [DECEA3]1[-] skill point.","Wenn Sie es lesen, erhalten Sie [DECEA3]1[-] Fertigkeitspunkt."
SkillPointBundle5,items,Item,,Bundle [DECEA3]5[-] skill points,Bündeln Sie [DECEA3]5[-] Fertigkeitspunkte
SkillPointBundle5Desc,items,Item,,The bundle contains [DECEA3]5[-] skill journals,Das Paket enthält [DECEA3]5[-] Fertigkeitstagebücher
SkillPointBundle25,items,Item,,Bundle [DECEA3]25[-] skill points,Bündeln Sie [DECEA3]25[-] Fertigkeitspunkte
SkillPointBundle25Desc,items,Item,,The bundle contains [DECEA3]25[-] skill journals,Das Paket enthält [DECEA3]25[-] Fertigkeitstagebücher
buffXPBonusName,buffs,buff,,Bonus to experience gained,Bonus auf gesammelte Erfahrung
buffXPBonusTooltip,buffs,buff,,Experience gained is increased by 5%.,Die gewonnene Erfahrung wird um 10 % erhöht.
buffXPBonusIncDesc,buffs,Buff,,You have a good teacher next to you.\nAll experience gained is increased by [DECEA3]5%[-].,Du hast einen guten Lehrer an deiner Seite.\nAlle gesammelten Erfahrungen werden um [DECEA3]5 %[-] erhöht.
attperfection,progression,Attribute,,Perfection,Perfektion
attperfectionName,progression,Attribute,,Attribute: Perfection,Attribut: Perfektion
attperfectionDesc,progression,Attribute,,"Advanced character skill development. Traders recognize you, and you receive bonuses to buying and selling prices.",Fortgeschrittene Entwicklung der Charakterfähigkeiten. Händler erkennen Sie und Sie erhalten Boni auf Kauf- und Verkaufspreise.
atttselftraits,progression,Attribute,,Self Traits,Selbstmerkmale
atttselftraitsDesc,progression,Attribute,,No skill points are required here. The character's personal traits are formed after reading the book Personal Traits.\nYou can improve positive traits or rid the character of negative ones during the game by fulfilling each trait's conditions.,Hier sind keine Fertigkeitspunkte erforderlich. Die persönlichen Eigenschaften des Charakters werden nach Verwendung des Buches „Reset Self Traits“ generiert. Während des Spiels können Sie positive Eigenschaften verbessern oder negative beseitigen.
attperfectionRank01Desc,progression,Attribute,,Newbie,Neuling
attperfectionRank01LongDesc,progression,Attribute,,"You are still far from perfect, but everything is in your hands. Purchase prices from merchants have been reduced by [DECEA3]0.5%[-], and sale prices have been increased by [DECEA3]2%[-]. Explore the world and become the king of the wasteland.","Du bist noch lange nicht perfekt, aber alles liegt in Deinen Händen. Die Kaufpreise bei Händlern wurden um [DECEA3]0,5 %[-] gesenkt und die Verkaufspreise wurden um [DECEA3]2 %[-] erhöht. Erkunde die Welt und werde der König des Ödlandes."
attperfectionRank02Desc,progression,Attribute,,Sneaky,Hinterhältig
attperfectionRank02LongDesc,progression,Attribute,,"You are no longer just meat - you are running. Purchase prices from merchants have been reduced by [DECEA3]1%[-], and sale prices have been increased by [DECEA3]4%[-]. Explore the world and become the king of the wasteland.",Du bist nicht mehr nur Fleisch – du rennst. Die Einkaufspreise bei Händlern wurden um [DECEA3]1 %[-] gesenkt und die Verkaufspreise wurden um [DECEA3]4 %[-] erhöht. Erkunde die Welt und werde der König des Ödlandes.
attperfectionRank03Desc,progression,Attribute,,Wanderer,Wanderer
attperfectionRank03LongDesc,progression,Attribute,,"You have seen the world and have some experience in survival. Purchase prices from merchants have been reduced by [DECEA3]1.5%[-], and sale prices have been increased by [DECEA3]6%[-]. Explore the world and become the king of the wasteland.","Sie haben die Welt gesehen und einige Überlebenserfahrungen gesammelt. Die Einkaufspreise bei Händlern wurden um [DECEA3]1,5 %[-] gesenkt und die Verkaufspreise wurden um [DECEA3]6 %[-] erhöht. Erkunde die Welt und werde der König des Ödlandes."
attperfectionRank04Desc,progression,Attribute,,Researcher,Forscher
attperfectionRank04LongDesc,progression,Attribute,,"You've mastered the basics perfectly; now it's time to delve into the details. Purchase prices from merchants have been reduced by [DECEA3]2%[-], and sale prices have been increased by [DECEA3]8%[-]. Explore the world and become the king of the wasteland.","Sie beherrschen die Grundlagen perfekt; Jetzt ist es an der Zeit, sich mit den Details zu befassen. Die Kaufpreise bei Händlern wurden um [DECEA3]2 %[-] gesenkt und die Verkaufspreise wurden um [DECEA3]8 %[-] erhöht. Erkunde die Welt und werde der König des Ödlandes."
attperfectionRank05Desc,progression,Attribute,,Recognizable,Erkennbar
attperfectionRank05LongDesc,progression,Attribute,,"Other survivors have heard about you, and not necessarily only good things. Purchase prices from merchants have been reduced by [DECEA3]2.5%[-], and sale prices have been increased by [DECEA3]10%[-]. Explore the world and become the king of the wasteland.","Andere Überlebende haben von Ihnen gehört, und zwar nicht unbedingt nur Gutes. Die Einkaufspreise bei Händlern wurden um [DECEA3]2,5 %[-] gesenkt und die Verkaufspreise wurden um [DECEA3]10 %[-] erhöht. Erkunde die Welt und werde der König des Ödlandes."
attperfectionRank06Desc,progression,Attribute,,Mercenary,Söldner
attperfectionRank06LongDesc,progression,Attribute,,"You have excellent fighting skills - all that remains is to put them into practice. Purchase prices from merchants have been reduced by [DECEA3]3%[-], and sale prices have been increased by [DECEA3]12%[-]. Explore the world and become the king of the wasteland.","Sie verfügen über hervorragende Kampffähigkeiten – es bleibt nur noch, diese in die Praxis umzusetzen. Die Kaufpreise bei Händlern wurden um [DECEA3]3 %[-] gesenkt und die Verkaufspreise wurden um [DECEA3]12 %[-] erhöht. Erkunde die Welt und werde der König des Ödlandes."
attperfectionRank07Desc,progression,Attribute,,Veteran,Veteran
attperfectionRank07LongDesc,progression,Attribute,,"You've seen a lot. But don't stop there. Purchase prices from merchants have been reduced by [DECEA3]3.5%[-], and sale prices have been increased by [DECEA3]14%[-]. Explore the world and become the king of the wasteland.","Du hast viel gesehen. Aber hören Sie hier nicht auf. Die Einkaufspreise bei Händlern wurden um [DECEA3]3,5 %[-] gesenkt und die Verkaufspreise wurden um [DECEA3]14 %[-] erhöht. Erkunde die Welt und werde der König des Ödlandes."
attperfectionRank08Desc,progression,Attribute,,Authority,Behörde
attperfectionRank08LongDesc,progression,Attribute,,"You can't be ignored. You're right there in every mess. Purchase prices from merchants have been reduced by [DECEA3]4%[-], and sale prices have been increased by [DECEA3]16%[-]. Explore the world and become the king of the wasteland.",Du kannst nicht ignoriert werden. Du bist in jedem Schlamassel mit dabei. Die Einkaufspreise bei Händlern wurden um [DECEA3]4 %[-] gesenkt und die Verkaufspreise wurden um [DECEA3]16 %[-] erhöht. Erkunde die Welt und werde der König des Ödlandes.
attperfectionRank09Desc,progression,Attribute,,Legend,Legende
attperfectionRank09LongDesc,progression,Attribute,,"People talk about you with admiration. You are perfect in almost everything. In almost everything. Purchase prices from merchants have been reduced by [DECEA3]4.5%[-], and sale prices have been increased by [DECEA3]18%[-]. Explore the world and become the king of the wasteland.","Die Leute reden mit Bewunderung über dich. Du bist in fast allem perfekt. In fast allem. Die Einkaufspreise bei Händlern wurden um [DECEA3]4,5 %[-] gesenkt und die Verkaufspreise wurden um [DECEA3]18 %[-] erhöht. Erkunde die Welt und werde der König des Ödlandes."
attperfectionRank10Desc,progression,Attribute,,Wasteland king,Ödlandkönig
attperfectionRank10LongDesc,progression,Attribute,,"You are the king of the entire wasteland. There is nothing that will surprise or frighten you. Purchase prices from merchants have been reduced by [DECEA3]5%[-], and sale prices have been increased by [DECEA3]20%[-]. You are perfect!","Du bist der König des gesamten Ödlandes. Es gibt nichts, was Sie überraschen oder erschrecken könnte. Die Kaufpreise bei Händlern wurden um [DECEA3]5 %[-] gesenkt und die Verkaufspreise wurden um [DECEA3]20 %[-] erhöht. Du bist perfekt!"
reqPerfectPoints01,progression,Attribute,,1 lvl,1 Stufe
reqPerfectPoints02,progression,Attribute,,50 lvl,50 Level
reqPerfectPoints03,progression,Attribute,,100 lvl,100 Level
reqPerfectPoints04,progression,Attribute,,150 lvl,150 Level
reqPerfectPoints05,progression,Attribute,,200 lvl,200 Level
reqPerfectPoints06,progression,Attribute,,250 lvl,250 Level
reqPerfectPoints07,progression,Attribute,,300 lvl,300 Level
reqPerfectPoints08,progression,Attribute,,350 lvl,350 Level
reqPerfectPoints09,progression,Attribute,,400 lvl,400 Level
reqPerfectPoints10,progression,Attribute,,450 lvl,450 Level
reqPerfectLevel01,progression,Attribute,,Perfection Level 1,Perfektionsgrad 1
reqPerfectLevel02,progression,Attribute,,Perfection Level 2,Perfektionsgrad 2
reqPerfectLevel03,progression,Attribute,,Perfection Level 3,Perfektionsgrad 3
reqPerfectLevel04,progression,Attribute,,Perfection Level 4,Perfektionsgrad 4
reqPerfectLevel05,progression,Attribute,,Perfection Level 5,Perfektionsgrad 5
