Key,Source,Context,Changes,English,Turkish
perkMysticRank4Desc,progression,Skills,,Kill the Mystic 15 times,Kill the Mystic 15 times
perkMysticRank4LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]12%[-],[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]12%[-]
perkMysticRank5Desc,progression,Skills,,Kill the Mystic 25 times,Kill the Mystic 25 times
perkMysticRank5LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]15%[-],[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]15%[-]
perkMysticRank6Desc,progression,Skills,,Kill the Mystic 35 times,Kill the Mystic 35 times
perkMysticRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]18%[-], Damage reduction from Mystic increased by [DECEA3]5%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]6%[-]","[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]18%[-], Damage reduction from Mystic increased by [DECEA3]5%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]6%[-]"
perkMysticRank7Desc,progression,Skills,,Kill the Mystic 50 times,Kill the Mystic 50 times
perkMysticRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]21%[-], Damage reduction from Mystic increased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]","[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]21%[-], Damage reduction from Mystic increased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]"
perkMysticRank8Desc,progression,Skills,,Kill the Mystic 70 times,Kill the Mystic 70 times
perkMysticRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]24%[-], Damage reduction from Mystic increased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]","[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]24%[-], Damage reduction from Mystic increased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]"
perkMysticRank9Desc,progression,Skills,,Kill the Mystic 90 times,Kill the Mystic 90 times
perkMysticRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]27%[-], Damage reduction from Mystic increased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]","[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]27%[-], Damage reduction from Mystic increased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]"
perkMysticRank10Desc,progression,Skills,,Kill the Mystic 120 times,Kill the Mystic 120 times
perkMysticRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]30%[-], Damage reduction from Mystic increased by [DECEA3]25%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]MYSTIC'S GAZE[-]\nYou are not afraid of Mystic. His terrifying gaze no longer affects you.","[DECEA3]BONUSES:[-]\nDamage to Mystic increased by [DECEA3]30%[-], Damage reduction from Mystic increased by [DECEA3]25%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]MYSTIC'S GAZE[-]\nYou are not afraid of Mystic. His terrifying gaze no longer affects you."
perkBossBurningFleshName,progression,perk,,Burning Flesh,Yanan Et
perkBossBurningFleshDesc,progression,perk,,"The heat radiating from this creature scorches everything nearby. It is hard to imagine how to even get close to it. Still, everything has a weakness. Find it by killing as many of these monsters as possible.\n\n[DECEA3]Kills so far: {cvar(CountBossBurningFlesh:0)}[-]",Bu yaratığın yaydığı ısı yakındaki her şeyi yakar. Ona nasıl yaklaşılacağını hayal etmek bile zor. Yine de her şeyin bir zayıflığı vardır. Bu canavarlardan mümkün olduğunca çok sayıda öldürerek onu bulun.\n\n[DECEA3]Şimdiye kadarki öldürmeler: {cvar(CountBossBurningFlesh:0)}[-]
BurningFlesh_LevelUP,UI,Tooltip,,Increased passive skill: Burning Flesh,Artan pasif beceri: Burning Flesh
reqPerkBurningFlesh01,progression,Attribute,,{cvar(CountBossBurningFlesh:0)} of 2,{cvar(CountBossBurningFlesh:0)} / 2
reqPerkBurningFlesh02,progression,Attribute,,{cvar(CountBossBurningFlesh:0)} of 5,{cvar(CountBossBurningFlesh:0)} / 5
reqPerkBurningFlesh03,progression,Attribute,,{cvar(CountBossBurningFlesh:0)} of 10,{cvar(CountBossBurningFlesh:0)} / 10
reqPerkBurningFlesh04,progression,Attribute,,{cvar(CountBossBurningFlesh:0)} of 15,{cvar(CountBossBurningFlesh:0)} / 15
reqPerkBurningFlesh05,progression,Attribute,,{cvar(CountBossBurningFlesh:0)} of 25,{cvar(CountBossBurningFlesh:0)} / 25
reqPerkBurningFlesh06,progression,Attribute,,{cvar(CountBossBurningFlesh:0)} of 35,{cvar(CountBossBurningFlesh:0)} / 35
reqPerkBurningFlesh07,progression,Attribute,,{cvar(CountBossBurningFlesh:0)} of 50,{cvar(CountBossBurningFlesh:0)} / 50
reqPerkBurningFlesh08,progression,Attribute,,{cvar(CountBossBurningFlesh:0)} of 70,{cvar(CountBossBurningFlesh:0)} / 70
reqPerkBurningFlesh09,progression,Attribute,,{cvar(CountBossBurningFlesh:0)} of 90,{cvar(CountBossBurningFlesh:0)} / 90
reqPerkBurningFlesh10,progression,Attribute,,{cvar(CountBossBurningFlesh:0)} of 120,{cvar(CountBossBurningFlesh:0)} / 120
perkBurningFleshRank1Desc,progression,Skills,,Kill the Burning Flesh 2 times,Yanan Eti 2 kez öldürün
perkBurningFleshRank1LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Burning Flesh increased by [DECEA3]3%[-],[DECEA3]BONUSLAR:[-]\nYanan Et'e verilen hasar [DECEA3]%3[-] artırıldı
perkBurningFleshRank2Desc,progression,Skills,,Kill the Burning Flesh 5 times,Yanan Eti 5 kez öldür
perkBurningFleshRank2LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Burning Flesh increased by [DECEA3]6%[-],[DECEA3]BONUSLAR:[-]\nYanan Et'e verilen hasar [DECEA3]%6[-] artırıldı
perkBurningFleshRank3Desc,progression,Skills,,Kill the Burning Flesh 10 times,Yanan Eti 10 kez öldür
perkBurningFleshRank3LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Burning Flesh increased by [DECEA3]9%[-],[DECEA3]BONUSLAR:[-]\nYanan Et'e verilen hasar [DECEA3]%9[-] artırıldı
perkBurningFleshRank4Desc,progression,Skills,,Kill the Burning Flesh 15 times,Yanan Eti 15 kez öldür
perkBurningFleshRank4LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Burning Flesh increased by [DECEA3]12%[-],[DECEA3]BONUSLAR:[-]\nYanan Et'e verilen hasar [DECEA3]%12[-] artırıldı
perkBurningFleshRank5Desc,progression,Skills,,Kill the Burning Flesh 25 times,Yanan Eti 25 kez öldür
perkBurningFleshRank5LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Burning Flesh increased by [DECEA3]15%[-],[DECEA3]BONUSLAR:[-]\nYanan Et'e verilen hasar [DECEA3]%15[-] artırıldı
perkBurningFleshRank6Desc,progression,Skills,,Kill the Burning Flesh 35 times,Yanan Eti 35 kez öldür
perkBurningFleshRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Burning Flesh increased by [DECEA3]18%[-], Damage reduction from Burning Flesh increased by [DECEA3]5%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]6%[-]","[DECEA3]BONUSLAR:[-]\nYanan Ete verilen hasar [DECEA3]%18[-] artırıldı, Yanan Ete verilen hasar azaltımı [DECEA3]%5[-] artırıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%6[-] artırıldı"
perkBurningFleshRank7Desc,progression,Skills,,Kill the Burning Flesh 50 times,Yanan Eti 50 kez öldür
perkBurningFleshRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Burning Flesh increased by [DECEA3]21%[-], Damage reduction from Burning Flesh increased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]","[DECEA3]BONUSLAR:[-]\nYanan Ete verilen hasar [DECEA3]%21[-] artırıldı, Yanan Ete verilen hasar azaltımı [DECEA3]%10[-] artırıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%12[-] artırıldı"
perkBurningFleshRank8Desc,progression,Skills,,Kill the Burning Flesh 70 times,Yanan Eti 70 kez öldür
perkBurningFleshRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Burning Flesh increased by [DECEA3]24%[-], Damage reduction from Burning Flesh increased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]","[DECEA3]BONUSLAR:[-]\nYanan Ete verilen hasar [DECEA3]%24[-] artırıldı, Yanan Ete verilen hasar azaltımı [DECEA3]%15[-] artırıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%18[-] artırıldı"
perkBurningFleshRank9Desc,progression,Skills,,Kill the Burning Flesh 90 times,Yanan Eti 90 kez öldür
perkBurningFleshRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Burning Flesh increased by [DECEA3]27%[-], Damage reduction from Burning Flesh increased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]","[DECEA3]BONUSLAR:[-]\nYanan Ete verilen hasar [DECEA3]%27[-] artırıldı, Yanan Ete verilen hasar azaltımı [DECEA3]%20[-] artırıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%24[-] artırıldı"
perkBurningFleshRank10Desc,progression,Skills,,Kill the Burning Flesh 120 times,Yanan Eti 120 kez öldür
perkBurningFleshRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Burning Flesh increased by [DECEA3]30%[-], Damage reduction from Burning Flesh increased by [DECEA3]25%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BURNING FLESH'S FEAR[-]\nYou are not afraid of the Burning Flesh. You are not affected by the miniboss's active radiation.","[DECEA3]BONUSLAR:[-]\nYanan Ete verilen hasar [DECEA3]%30[-] artırıldı, Yanan Ete verilen hasar azaltımı [DECEA3]%25[-] artırıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%30[-]\n\n[DECEA3]BONUS YETENEĞİ[-] [FFB800]YANMA artırıldı ET'İN KORKUSU[-]\nYanan Et'ten korkmuyorsun. Miniboss'un aktif radyasyonundan etkilenmezsiniz."
perkBossCholeraName,progression,perk,,Cholera,Kolera
perkBossCholeraDesc,progression,perk,,"Even zombies try to keep their distance from this creature. Still, everything has a weakness. Find it by killing as many of these monsters as possible.\n\n[DECEA3]Kills so far: {cvar(CountBossCholera:0)}[-]",Zombiler bile bu yaratıkla aralarına mesafe koymaya çalışıyor. Yine de her şeyin bir zayıflığı vardır. Bu canavarlardan mümkün olduğunca çok sayıda öldürerek onu bulun.\n\n[DECEA3]Şimdiye kadarki öldürmeler: {cvar(CountBossCholera:0)}[-]
Cholera_LevelUP,UI,Tooltip,,Increased passive skill: Cholera,Artan pasif beceri: Kolera
reqPerkCholera01,progression,Attribute,,{cvar(CountBossCholera:0)} of 2,{cvar(CountBossCholera:0)} / 2
reqPerkCholera02,progression,Attribute,,{cvar(CountBossCholera:0)} of 5,{cvar(CountBossCholera:0)} / 5
reqPerkCholera03,progression,Attribute,,{cvar(CountBossCholera:0)} of 10,{cvar(CountBossCholera:0)} / 10
reqPerkCholera04,progression,Attribute,,{cvar(CountBossCholera:0)} of 15,{cvar(CountBossCholera:0)} / 15
reqPerkCholera05,progression,Attribute,,{cvar(CountBossCholera:0)} of 25,{cvar(CountBossCholera:0)} / 25
reqPerkCholera06,progression,Attribute,,{cvar(CountBossCholera:0)} of 35,{cvar(CountBossCholera:0)} / 35
reqPerkCholera07,progression,Attribute,,{cvar(CountBossCholera:0)} of 50,{cvar(CountBossCholera:0)} / 50
reqPerkCholera08,progression,Attribute,,{cvar(CountBossCholera:0)} of 70,{cvar(CountBossCholera:0)} / 70
reqPerkCholera09,progression,Attribute,,{cvar(CountBossCholera:0)} of 90,{cvar(CountBossCholera:0)} / 90
reqPerkCholera10,progression,Attribute,,{cvar(CountBossCholera:0)} of 120,{cvar(CountBossCholera:0)} / 120
perkCholeraRank1Desc,progression,Skills,,Kill the Cholera 2 times,Kolera'yı 2 kez öldür
perkCholeraRank1LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Cholera increased by [DECEA3]3%[-],[DECEA3]BONUSLAR:[-]\nKoleraya verilen hasar [DECEA3]%3[-] artırıldı
perkCholeraRank2Desc,progression,Skills,,Kill the Cholera 5 times,Kolera'yı 5 kez öldür
perkCholeraRank2LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Cholera increased by [DECEA3]6%[-],[DECEA3]BONUSLAR:[-]\nKolera'ya verilen hasar [DECEA3]%6[-] artırıldı
perkCholeraRank3Desc,progression,Skills,,Kill the Cholera 10 times,Kolera'yı 10 kez öldür
perkCholeraRank3LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Cholera increased by [DECEA3]9%[-],[DECEA3]BONUSLAR:[-]\nKoleraya verilen hasar [DECEA3]%9[-] artırıldı
perkCholeraRank4Desc,progression,Skills,,Kill the Cholera 15 times,Kolera'yı 15 kez öldür
perkCholeraRank4LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Cholera increased by [DECEA3]12%[-],[DECEA3]BONUSLAR:[-]\nKolera'ya verilen hasar [DECEA3]%12[-] artırıldı
perkCholeraRank5Desc,progression,Skills,,Kill the Cholera 25 times,Kolera'yı 25 kez öldür
perkCholeraRank5LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Cholera increased by [DECEA3]15%[-],[DECEA3]BONUSLAR:[-]\nKolera'ya verilen hasar [DECEA3]%15[-] artırıldı
perkCholeraRank6Desc,progression,Skills,,Kill the Cholera 35 times,Kolera'yı 35 kez öldür
perkCholeraRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Cholera increased by [DECEA3]18%[-], Damage taken from Cholera decreased by [DECEA3]5%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]6%[-]","[DECEA3]BONUSLAR:[-]\nKolera'ya verilen hasar [DECEA3]%18[-] artırıldı, Kolera'dan alınan hasar [DECEA3]%5[-] azaltıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%6[-] artırıldı"
perkCholeraRank7Desc,progression,Skills,,Kill the Cholera 50 times,Kolera'yı 50 kez öldür
perkCholeraRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Cholera increased by [DECEA3]21%[-], Damage taken from Cholera decreased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]","[DECEA3]BONUSLAR:[-]\nKolera'ya verilen hasar [DECEA3]%21[-] artırıldı, Kolera'dan alınan hasar [DECEA3]%10[-] azaltıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%12[-] artırıldı"
perkCholeraRank8Desc,progression,Skills,,Kill the Cholera 70 times,Kolera'yı 70 kez öldür
perkCholeraRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Cholera increased by [DECEA3]24%[-], Damage taken from Cholera decreased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]","[DECEA3]BONUSLAR:[-]\nKolera'ya verilen hasar [DECEA3]%24[-] artırıldı, Kolera'dan alınan hasar [DECEA3]%15[-] azaltıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%18[-] artırıldı"
perkCholeraRank9Desc,progression,Skills,,Kill the Cholera 90 times,Kolera'yı 90 kez öldür
perkCholeraRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Cholera increased by [DECEA3]27%[-], Damage taken from Cholera decreased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]","[DECEA3]BONUSLAR:[-]\nKolera'ya verilen hasar [DECEA3]%27[-] artırıldı, Kolera'dan alınan hasar [DECEA3]%20[-] azaltıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%24[-] artırıldı"
perkCholeraRank10Desc,progression,Skills,,Kill the Cholera 120 times,Kolera'yı 120 kez öldür
perkCholeraRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Cholera increased by [DECEA3]30%[-], Damage taken from Cholera decreased by [DECEA3]25%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]CHOLERA'S FEAR[-]\nYou are not afraid of Cholera. You are not affected by the miniboss's active radiation.","[DECEA3]BONUSLAR:[-]\nKolera'ya verilen hasar [DECEA3]%30[-] arttı, Kolera'dan alınan hasar [DECEA3]%25[-] azaltıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%30[-]\n\n[DECEA3]BONUS YETENEĞİ[-] [FFB800]KOLERA'NIN miktarı arttı KORKU[-]\nKoleradan korkmuyorsun. Miniboss'un aktif radyasyonundan etkilenmezsiniz."
perkBossBullName,progression,perk,,Bull,Boğa
perkBossBullDesc,progression,perk,,"Facing one of these in a confined space is almost certain death. Still, everything has a weakness. Find it by killing as many of these monsters as possible.\n\n[DECEA3]Kills so far: {cvar(CountBossBull:0)}[-]",Bunlardan biriyle kapalı bir alanda yüzleşmek neredeyse kesin ölümdür. Yine de her şeyin bir zayıflığı vardır. Bu canavarlardan mümkün olduğunca çok sayıda öldürerek onu bulun.\n\n[DECEA3]Şimdiye kadarki öldürmeler: {cvar(CountBossBull:0)}[-]
Bull_LevelUP,UI,Tooltip,,Increased passive skill: Bull,Artan pasif beceri: Boğa
reqPerkBull01,progression,Attribute,,{cvar(CountBossBull:0)} of 1,{cvar(CountBossBull:0)} / 1
reqPerkBull02,progression,Attribute,,{cvar(CountBossBull:0)} of 3,{cvar(CountBossBull:0)} / 3
reqPerkBull03,progression,Attribute,,{cvar(CountBossBull:0)} of 6,{cvar(CountBossBull:0)} / 6
reqPerkBull04,progression,Attribute,,{cvar(CountBossBull:0)} of 10,{cvar(CountBossBull:0)} / 10
reqPerkBull05,progression,Attribute,,{cvar(CountBossBull:0)} of 15,{cvar(CountBossBull:0)} / 15
reqPerkBull06,progression,Attribute,,{cvar(CountBossBull:0)} of 20,{cvar(CountBossBull:0)} / 20
reqPerkBull07,progression,Attribute,,{cvar(CountBossBull:0)} of 28,{cvar(CountBossBull:0)} / 28
reqPerkBull08,progression,Attribute,,{cvar(CountBossBull:0)} of 36,{cvar(CountBossBull:0)} / 36
reqPerkBull09,progression,Attribute,,{cvar(CountBossBull:0)} of 48,{cvar(CountBossBull:0)} / 48
reqPerkBull10,progression,Attribute,,{cvar(CountBossBull:0)} of 60,{cvar(CountBossBull:0)} / 60
perkBullRank1Desc,progression,Skills,,Kill the Bull 1 time,Boğayı 1 kez öldür
perkBullRank1LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Bull increased by [DECEA3]3%[-],[DECEA3]BONUSLAR:[-]\nBoğaya verilen hasar [DECEA3]%3[-] artırıldı
perkBullRank2Desc,progression,Skills,,Kill the Bull 3 times,Boğayı 3 kez öldür
perkBullRank2LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Bull increased by [DECEA3]6%[-],[DECEA3]BONUSLAR:[-]\nBoğaya verilen hasar [DECEA3]%6[-] artırıldı
perkBullRank3Desc,progression,Skills,,Kill the Bull 6 times,Boğayı 6 kez öldür
perkBullRank3LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Bull increased by [DECEA3]9%[-],[DECEA3]BONUSLAR:[-]\nBoğaya verilen hasar [DECEA3]%9[-] artırıldı
perkBullRank4Desc,progression,Skills,,Kill the Bull 10 times,Boğayı 10 kez öldür
perkBullRank4LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Bull increased by [DECEA3]12%[-],[DECEA3]BONUSLAR:[-]\nBoğaya verilen hasar [DECEA3]%12[-] artırıldı
perkBullRank5Desc,progression,Skills,,Kill the Bull 15 times,Boğayı 15 kez öldür
perkBullRank5LongDesc,progression,Skills,,[DECEA3]BONUSES:[-]\nDamage to Bull increased by [DECEA3]15%[-],[DECEA3]BONUSLAR:[-]\nBoğaya verilen hasar [DECEA3]%15[-] artırıldı
perkBullRank6Desc,progression,Skills,,Kill the Bull 20 times,Boğayı 20 kez öldür
perkBullRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bull increased by [DECEA3]18%[-], Damage taken from Bull decreased by [DECEA3]5%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]6%[-]","[DECEA3]BONUSLAR:[-]\nBoğaya verilen hasar [DECEA3]%18[-] artırıldı, Boğadan alınan Hasar [DECEA3]%5[-] azaltıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%6[-] artırıldı"
perkBullRank7Desc,progression,Skills,,Kill the Bull 28 times,Boğayı 28 kez öldür
perkBullRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Bull increased by [DECEA3]21%[-], Damage taken from Bull decreased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]","[DECEA3]BONUSLAR:[-]\nBoğaya verilen hasar [DECEA3]%21[-] artırıldı, Boğadan alınan Hasar [DECEA3]%10[-] azaltıldı, Elde edilen «Mutasyon Örnekleri» miktarı [DECEA3]%12[-] artırıldı"
