Key,Source,Context,Changes,English,Schinese
perkMeleeHuntRank19LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]19%[-], Melee kill experience increased by [DECEA3]76%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]38%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]8%[-]. Maximum bonus [DECEA3]40%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]19%[-]，近战击杀经验增加[DECEA3]76%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]38%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]8%[-]。最大奖金[DECEA3]40%[-]
perkMeleeHuntRank20Desc,progression,Skills,,Kill 5800 zombies with melee weapons,用近战武器杀死 5800 只僵尸
perkMeleeHuntRank20LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]20%[-], Melee kill experience increased by [DECEA3]80%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]40%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]10%[-]. Maximum bonus [DECEA3]50%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]20%[-]，近战击杀经验增加[DECEA3]80%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]40%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]10%[-]。最大奖金[DECEA3]50%[-]
perkMeleeHuntRank21Desc,progression,Skills,,Kill 6400 zombies with melee weapons,用近战武器杀死 6400 只僵尸
perkMeleeHuntRank21LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]21%[-], Melee kill experience increased by [DECEA3]84%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]42%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]10%[-]. Maximum bonus [DECEA3]50%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]21%[-]，近战击杀经验增加[DECEA3]84%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]42%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]10%[-]。最大奖金[DECEA3]50%[-]
perkMeleeHuntRank22Desc,progression,Skills,,Kill 7200 zombies with melee weapons,用近战武器杀死 7200 只僵尸
perkMeleeHuntRank22LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]22%[-], Melee kill experience increased by [DECEA3]88%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]44%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]10%[-]. Maximum bonus [DECEA3]50%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]22%[-]，近战击杀经验增加[DECEA3]88%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]44%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]10%[-]。最大奖金[DECEA3]50%[-]
perkMeleeHuntRank23Desc,progression,Skills,,Kill 8000 zombies with melee weapons,用近战武器杀死 8000 只僵尸
perkMeleeHuntRank23LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]23%[-], Melee kill experience increased by [DECEA3]92%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]46%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]10%[-]. Maximum bonus [DECEA3]50%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]23%[-]，近战击杀经验增加[DECEA3]92%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]46%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]10%[-]。最大奖金[DECEA3]50%[-]
perkMeleeHuntRank24Desc,progression,Skills,,Kill 8800 zombies with melee weapons,使用近战武器杀死 8800 只僵尸
perkMeleeHuntRank24LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]24%[-], Melee kill experience increased by [DECEA3]96%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]48%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]10%[-]. Maximum bonus [DECEA3]50%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]24%[-]，近战击杀经验增加[DECEA3]96%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]48%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]10%[-]。最大奖金[DECEA3]50%[-]
perkMeleeHuntRank25Desc,progression,Skills,,Kill 10000 zombies with melee weapons,用近战武器杀死 10000 只僵尸
perkMeleeHuntRank25LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nMelee weapon damage increased by [DECEA3]25%[-], Melee kill experience increased by [DECEA3]100%[-], Chance to restore health for the Siphoning Strikes skill increased by [DECEA3]50%[-]\n\n[DECEA3]BONUS ABILITY[-] [FFB800]BERSERK[-]\nEach hit you take increases your melee damage by [DECEA3]12%[-]. Maximum bonus [DECEA3]60%[-]",[DECEA3]BONUSES：[-]\n近战武器伤害增加[DECEA3]25%[-]，近战击杀经验增加[DECEA3]100%[-]，虹吸攻击技能恢复生命值的几率增加[DECEA3]50%[-]\n\n[DECEA3]BONUS 能力[-][FFB800]BERSERK[-]\n你受到的每次攻击都会使你的近战伤害增加[DECEA3]12%[-]。最大奖金[DECEA3]60%[-]
perkEliteHuntName,progression,perk,,The best of the worst,最坏的最好的
perkEliteHuntDesc,progression,perk,,"Elite zombies are not only valuable loot, but also a rich source of rare mutation samples. Kill as many elite zombies as you can.\n\n[DECEA3]Kills so far: {cvar(CountEliteHunt:0)}[-]",精英丧尸不仅是宝贵的战利品，更是稀有变异样本的丰富来源。尽可能多地杀死精英僵尸。\n\n[DECEA3]到目前为止杀死：{cvar(CountEliteHunt:0)}[-]
EliteHunt_LevelUP,UI,Tooltip,,Increased passive skill: The best of the worst,增加被动技能：最坏的最好的
reqPerkEliteHunt01,progression,Attribute,,{cvar(CountEliteHunt:0)} of 15,{cvar(CountEliteHunt:0)} 共 15 个
reqPerkEliteHunt02,progression,Attribute,,{cvar(CountEliteHunt:0)} of 30,{cvar(CountEliteHunt:0)} 共 30 个
reqPerkEliteHunt03,progression,Attribute,,{cvar(CountEliteHunt:0)} of 60,{cvar(CountEliteHunt:0)} 共 60 个
reqPerkEliteHunt04,progression,Attribute,,{cvar(CountEliteHunt:0)} of 100,{cvar(CountEliteHunt:0)} 共 100 个
reqPerkEliteHunt05,progression,Attribute,,{cvar(CountEliteHunt:0)} of 175,{cvar(CountEliteHunt:0)} 共 175 个
reqPerkEliteHunt06,progression,Attribute,,{cvar(CountEliteHunt:0)} of 250,ZXPTOKEN0Q 共 250 个
reqPerkEliteHunt07,progression,Attribute,,{cvar(CountEliteHunt:0)} of 350,{cvar(CountEliteHunt:0)} 共 350 个
reqPerkEliteHunt08,progression,Attribute,,{cvar(CountEliteHunt:0)} of 450,{cvar(CountEliteHunt:0)} 共 450 个
reqPerkEliteHunt09,progression,Attribute,,{cvar(CountEliteHunt:0)} of 550,ZXPTOKEN0Q 共 550 个
reqPerkEliteHunt10,progression,Attribute,,{cvar(CountEliteHunt:0)} of 700,ZXPTOKEN0Q 共 700 个
reqPerkEliteHunt11,progression,Attribute,,{cvar(CountEliteHunt:0)} of 850,{cvar(CountEliteHunt:0)} 共 850 个
reqPerkEliteHunt12,progression,Attribute,,{cvar(CountEliteHunt:0)} of 1000,ZXPTOKEN0Q 共 1000 个
reqPerkEliteHunt13,progression,Attribute,,{cvar(CountEliteHunt:0)} of 1200,ZXPTOKEN0Q 共 1200 个
reqPerkEliteHunt14,progression,Attribute,,{cvar(CountEliteHunt:0)} of 1400,{cvar(CountEliteHunt:0)} 共 1400 个
reqPerkEliteHunt15,progression,Attribute,,{cvar(CountEliteHunt:0)} of 1600,ZXPTOKEN0Q 共 1600 个
reqPerkEliteHunt16,progression,Attribute,,{cvar(CountEliteHunt:0)} of 1800,ZXPTOKEN0Q 共 1800 个
reqPerkEliteHunt17,progression,Attribute,,{cvar(CountEliteHunt:0)} of 2000,2000年{cvar(CountEliteHunt:0)}
reqPerkEliteHunt18,progression,Attribute,,{cvar(CountEliteHunt:0)} of 2300,ZXPTOKEN0Q 共 2300 个
reqPerkEliteHunt19,progression,Attribute,,{cvar(CountEliteHunt:0)} of 2650,{cvar(CountEliteHunt:0)} 共 2650 个
reqPerkEliteHunt20,progression,Attribute,,{cvar(CountEliteHunt:0)} of 2900,ZXPTOKEN0Q 共 2900 个
reqPerkEliteHunt21,progression,Attribute,,{cvar(CountEliteHunt:0)} of 3200,ZXPTOKEN0Q 共 3200 个
reqPerkEliteHunt22,progression,Attribute,,{cvar(CountEliteHunt:0)} of 3600,ZXPTOKEN0Q 共 3600 个
reqPerkEliteHunt23,progression,Attribute,,{cvar(CountEliteHunt:0)} of 4000,ZXPTOKEN0Q 共 4000 个
reqPerkEliteHunt24,progression,Attribute,,{cvar(CountEliteHunt:0)} of 4400,{cvar(CountEliteHunt:0)} 共 4400 个
reqPerkEliteHunt25,progression,Attribute,,{cvar(CountEliteHunt:0)} of 5000,ZXPTOKEN0Q 共 5000 个
perkEliteHuntRank1Desc,progression,Skills,,Kill 15 elite zombies,杀死 15 只精英僵尸
perkEliteHuntRank1LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]1%[-], Damage taken from Elite Zombies decreased by [DECEA3]1%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]2%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]1%[-]，精英僵尸受到的伤害减少[DECEA3]1%[-]，获得的《变异样本》数量增加[DECEA3]2%[-]
perkEliteHuntRank2Desc,progression,Skills,,Kill 30 elite zombies,杀死 30 只精英僵尸
perkEliteHuntRank2LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]2%[-], Damage taken from Elite Zombies decreased by [DECEA3]2%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]4%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]2%[-]，精英僵尸受到的伤害减少[DECEA3]2%[-]，获得的《变异样本》数量增加[DECEA3]4%[-]
perkEliteHuntRank3Desc,progression,Skills,,Kill 60 elite zombies,杀死 60 只精英僵尸
perkEliteHuntRank3LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]3%[-], Damage taken from Elite Zombies decreased by [DECEA3]3%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]6%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]3%[-]，精英僵尸受到的伤害减少[DECEA3]3%[-]，获得的《变异样本》数量增加[DECEA3]6%[-]
perkEliteHuntRank4Desc,progression,Skills,,Kill 100 elite zombies,杀死 100 只精英僵尸
perkEliteHuntRank4LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]4%[-], Damage taken from Elite Zombies decreased by [DECEA3]4%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]8%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]4%[-]，精英僵尸受到的伤害减少[DECEA3]4%[-]，获得的《变异样本》数量增加[DECEA3]8%[-]
perkEliteHuntRank5Desc,progression,Skills,,Kill 175 elite zombies,杀死 175 只精英僵尸
perkEliteHuntRank5LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]5%[-], Damage taken from Elite Zombies decreased by [DECEA3]5%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]10%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]5%[-]，精英僵尸受到的伤害减少[DECEA3]5%[-]，获得的《变异样本》数量增加[DECEA3]10%[-]
perkEliteHuntRank6Desc,progression,Skills,,Kill 250 elite zombies,杀死 250 只精英僵尸
perkEliteHuntRank6LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]6%[-], Damage taken from Elite Zombies decreased by [DECEA3]6%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]12%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]6%[-]，精英僵尸受到的伤害减少[DECEA3]6%[-]，获得的《变异样本》数量增加[DECEA3]12%[-]
perkEliteHuntRank7Desc,progression,Skills,,Kill 350 elite zombies,杀死 350 只精英僵尸
perkEliteHuntRank7LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]7%[-], Damage taken from Elite Zombies decreased by [DECEA3]7%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]14%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]7%[-]，精英僵尸受到的伤害减少[DECEA3]7%[-]，获得的《变异样本》数量增加[DECEA3]14%[-]
perkEliteHuntRank8Desc,progression,Skills,,Kill 450 elite zombies,杀死 450 只精英僵尸
perkEliteHuntRank8LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]8%[-], Damage taken from Elite Zombies decreased by [DECEA3]8%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]16%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]8%[-]，精英僵尸受到的伤害减少[DECEA3]8%[-]，获得的《变异样本》数量增加[DECEA3]16%[-]
perkEliteHuntRank9Desc,progression,Skills,,Kill 550 elite zombies,杀死 550 只精英僵尸
perkEliteHuntRank9LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]9%[-], Damage taken from Elite Zombies decreased by [DECEA3]9%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]18%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]9%[-]，精英僵尸受到的伤害减少[DECEA3]9%[-]，获得的《变异样本》数量增加[DECEA3]18%[-]
perkEliteHuntRank10Desc,progression,Skills,,Kill 700 elite zombies,杀死 700 名精英僵尸
perkEliteHuntRank10LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]10%[-], Damage taken from Elite Zombies decreased by [DECEA3]10%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]20%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]10%[-]，精英僵尸受到的伤害减少[DECEA3]10%[-]，获得的《变异样本》数量增加[DECEA3]20%[-]
perkEliteHuntRank11Desc,progression,Skills,,Kill 850 elite zombies,杀死 850 只精英僵尸
perkEliteHuntRank11LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]11%[-], Damage taken from Elite Zombies decreased by [DECEA3]11%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]22%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]11%[-]，精英僵尸受到的伤害减少[DECEA3]11%[-]，获得的《变异样本》数量增加[DECEA3]22%[-]
perkEliteHuntRank12Desc,progression,Skills,,Kill 1000 elite zombies,杀死 1000 只精英僵尸
perkEliteHuntRank12LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]12%[-], Damage taken from Elite Zombies decreased by [DECEA3]12%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]24%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]12%[-]，精英僵尸受到的伤害减少[DECEA3]12%[-]，获得的《变异样本》数量增加[DECEA3]24%[-]
perkEliteHuntRank13Desc,progression,Skills,,Kill 1200 elite zombies,杀死 1200 名精英僵尸
perkEliteHuntRank13LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]13%[-], Damage taken from Elite Zombies decreased by [DECEA3]13%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]26%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]13%[-]，精英僵尸受到的伤害减少[DECEA3]13%[-]，获得的《变异样本》数量增加[DECEA3]26%[-]
perkEliteHuntRank14Desc,progression,Skills,,Kill 1400 elite zombies,杀死 1400 名精英僵尸
perkEliteHuntRank14LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]14%[-], Damage taken from Elite Zombies decreased by [DECEA3]14%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]28%[-]",Error 500 (Server Error)!!1500.That’s an error.There was an error. Please try again later.That’s all we know.
perkEliteHuntRank15Desc,progression,Skills,,Kill 1600 elite zombies,杀死 1600 名精英僵尸
perkEliteHuntRank15LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]15%[-], Damage taken from Elite Zombies decreased by [DECEA3]15%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]30%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]15%[-]，精英僵尸受到的伤害减少[DECEA3]15%[-]，获得的《变异样本》数量增加[DECEA3]30%[-]
perkEliteHuntRank16Desc,progression,Skills,,Kill 1800 elite zombies,杀死 1800 名精英僵尸
perkEliteHuntRank16LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]16%[-], Damage taken from Elite Zombies decreased by [DECEA3]16%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]32%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]16%[-]，精英僵尸受到的伤害减少[DECEA3]16%[-]，获得的《变异样本》数量增加[DECEA3]32%[-]
perkEliteHuntRank17Desc,progression,Skills,,Kill 2000 elite zombies,杀死 2000 名精英僵尸
perkEliteHuntRank17LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]17%[-], Damage taken from Elite Zombies decreased by [DECEA3]17%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]34%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]17%[-]，精英僵尸受到的伤害减少[DECEA3]17%[-]，获得的《变异样本》数量增加[DECEA3]34%[-]
perkEliteHuntRank18Desc,progression,Skills,,Kill 2300 elite zombies,杀死 2300 名精英僵尸
perkEliteHuntRank18LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]18%[-], Damage taken from Elite Zombies decreased by [DECEA3]18%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]36%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]18%[-]，精英僵尸受到的伤害减少[DECEA3]18%[-]，获得的《变异样本》数量增加[DECEA3]36%[-]
perkEliteHuntRank19Desc,progression,Skills,,Kill 2650 elite zombies,杀死 2650 只精英僵尸
perkEliteHuntRank19LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]19%[-], Damage taken from Elite Zombies decreased by [DECEA3]19%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]38%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]19%[-]，精英僵尸受到的伤害减少[DECEA3]19%[-]，获得的《变异样本》数量增加[DECEA3]38%[-]
perkEliteHuntRank20Desc,progression,Skills,,Kill 2900 elite zombies,杀死 2900 名精英僵尸
perkEliteHuntRank20LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]20%[-], Damage taken from Elite Zombies decreased by [DECEA3]20%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]40%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]20%[-]，精英僵尸受到的伤害减少[DECEA3]20%[-]，获得的《变异样本》数量增加[DECEA3]40%[-]
perkEliteHuntRank21Desc,progression,Skills,,Kill 3200 elite zombies,杀死 3200 只精英僵尸
perkEliteHuntRank21LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]21%[-], Damage taken from Elite Zombies decreased by [DECEA3]21%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]42%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]21%[-]，精英僵尸受到的伤害减少[DECEA3]21%[-]，获得的《变异样本》数量增加[DECEA3]42%[-]
perkEliteHuntRank22Desc,progression,Skills,,Kill 3600 elite zombies,杀死 3600 只精英僵尸
perkEliteHuntRank22LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]22%[-], Damage taken from Elite Zombies decreased by [DECEA3]22%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]44%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]22%[-]，精英僵尸受到的伤害减少[DECEA3]22%[-]，获得的《突变样本》数量增加[DECEA3]44%[-]
perkEliteHuntRank23Desc,progression,Skills,,Kill 4000 elite zombies,杀死 4000 名精英僵尸
perkEliteHuntRank23LongDesc,progression,Skills,,"[DECEA3]BONUSES:[-]\nDamage to Elite Zombies increased by [DECEA3]23%[-], Damage taken from Elite Zombies decreased by [DECEA3]23%[-], Amount of «Mutation Samples» obtained increased by [DECEA3]46%[-]",[DECEA3]BONUSES：[-]\n对精英僵尸的伤害增加[DECEA3]23%[-]，精英僵尸受到的伤害减少[DECEA3]23%[-]，获得的《变异样本》数量增加[DECEA3]46%[-]
