Key,Source,Context,Changes,English,Italian
perkForestTimerRank7LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]7%[-], Wood production increased by [DECEA3]21%[-], Clay production increased by [DECEA3]21%[-], Damage to all zombies increased by [DECEA3]21%[-]","[DECEA3]BONUS FORESTA:[-]\nL'esperienza acquisita nella foresta è aumentata del [DECEA3]7%[-], la produzione di legno è aumentata del [DECEA3]21%[-], la produzione di argilla è aumentata del [DECEA3]21%[-], i danni a tutti gli zombi sono aumentati del [DECEA3]21%[-]"
perkForestTimerRank8Desc,progression,Skills,,Survive in the forest for 16 hours,Sopravvivi nella foresta per 16 ore
perkForestTimerRank8LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]8%[-], Wood production increased by [DECEA3]24%[-], Clay production increased by [DECEA3]24%[-], Damage to all zombies increased by [DECEA3]24%[-]","[DECEA3]BONUS FORESTA:[-]\nL'esperienza acquisita nella foresta è aumentata del [DECEA3]8%[-], la produzione di legno è aumentata del [DECEA3]24%[-], la produzione di argilla è aumentata del [DECEA3]24%[-], il danno a tutti gli zombi è aumentato del [DECEA3]24%[-]"
perkForestTimerRank9Desc,progression,Skills,,Survive in the forest for 20 hours,Sopravvivi nella foresta per 20 ore
perkForestTimerRank9LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]9%[-], Wood production increased by [DECEA3]27%[-], Clay production increased by [DECEA3]27%[-], Damage to all zombies increased by [DECEA3]27%[-]","[DECEA3]BONUS FORESTA:[-]\nL'esperienza acquisita nella foresta è aumentata del [DECEA3]9%[-], la produzione di legno è aumentata del [DECEA3]27%[-], la produzione di argilla è aumentata del [DECEA3]27%[-], i danni a tutti gli zombi sono aumentati del [DECEA3]27%[-]"
perkForestTimerRank10Desc,progression,Skills,,Survive in the forest for 25 hours,Sopravvivi nella foresta per 25 ore
perkForestTimerRank10LongDesc,progression,Skills,,"[DECEA3]FOREST BONUSES:[-]\nExperience gained in the forest increased by [DECEA3]10%[-], Wood production increased by [DECEA3]30%[-], Clay production increased by [DECEA3]30%[-], Damage to all zombies increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY (EVERYWHERE)[-] [FFB800]FORESTER[-]\nIncreases the amount of honey obtained by [DECEA3]2[-] times, and also increases the amount of resources when cutting animals by [DECEA3]50%[-]","[DECEA3]BONUS FORESTA:[-]\nL'esperienza acquisita nella foresta è aumentata del [DECEA3]10%[-], la produzione di legno è aumentata del [DECEA3]30%[-], la produzione di argilla è aumentata del [DECEA3]30%[-], il danno a tutti gli zombi è aumentato del [DECEA3]30%[-]\n\n[DECEA3]ABILITÀ BONUS (OVUNQUE)[-] [FFB800]FORESTER[-]\nAumenta la quantità di miele ottenuto da [DECEA3]2[-] volte e aumenta anche la quantità di risorse quando si tagliano gli animali del [DECEA3]50%[-]"
perkBurntTimerName,progression,perk,,Burnt,Bruciato
perkBurntTimerDesc,progression,perk,,"It's not easy to get used to constant smoke. But it's only a matter of time.\nThe more time you spend in the burnt biome, the easier it is for you to survive there.\n\n[DECEA3]Now: {cvar(TimerBurnt_HH:0)}h {cvar(TimerBurnt_MM:0)}m[-]","Non è facile abituarsi al fumo costante. Ma è solo questione di tempo.\nPiù tempo trascorri nel bioma bruciato, più facile sarà per te sopravvivere lì.\n\n[DECEA3]Ora: {cvar(TimerBurnt_HH:0)}h {cvar(TimerBurnt_MM:0)}m[-]"
Burnt_LevelUP,UI,Tooltip,,Increased passive skill: Burnt,Abilità passiva aumentata: Bruciato
reqPerkBurnt01,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 1,{cvar(TimerBurnt_HH:0)} di 1
reqPerkBurnt02,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 2,{cvar(TimerBurnt_HH:0)} di 2
reqPerkBurnt03,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 4,{cvar(TimerBurnt_HH:0)} di 4
reqPerkBurnt04,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 6,{cvar(TimerBurnt_HH:0)} di 6
reqPerkBurnt05,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 8,{cvar(TimerBurnt_HH:0)} di 8
reqPerkBurnt06,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 10,{cvar(TimerBurnt_HH:0)} di 10
reqPerkBurnt07,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 12,{cvar(TimerBurnt_HH:0)} di 12
reqPerkBurnt08,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 16,{cvar(TimerBurnt_HH:0)} di 16
reqPerkBurnt09,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 20,{cvar(TimerBurnt_HH:0)} di 20
reqPerkBurnt10,progression,Attribute,,{cvar(TimerBurnt_HH:0)} of 25,{cvar(TimerBurnt_HH:0)} di 25
perkBurntTimerRank1Desc,progression,Skills,,Survive in the burnt biome for 1 hour,Sopravvivi nel bioma bruciato per 1 ora
perkBurntTimerRank1LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]1%[-], Potassium Nitrate production increased by [DECEA3]5%[-], Damage to all zombies increased by [DECEA3]3%[-]","[DECEA3]BONUS BIOMA BRUCIATO:[-]\nL'esperienza acquisita nel bioma bruciato è aumentata del [DECEA3]1%[-], la produzione di nitrato di potassio è aumentata del [DECEA3]5%[-], i danni a tutti gli zombi sono aumentati del [DECEA3]3%[-]"
perkBurntTimerRank2Desc,progression,Skills,,Survive in the burnt biome for 2 hours,Sopravvivi nel bioma bruciato per 2 ore
perkBurntTimerRank2LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]2%[-], Potassium Nitrate production increased by [DECEA3]10%[-], Damage to all zombies increased by [DECEA3]6%[-]","[DECEA3]BONUS BIOMA BRUCIATO:[-]\nL'esperienza acquisita nel bioma bruciato è aumentata del [DECEA3]2%[-], la produzione di nitrato di potassio è aumentata del [DECEA3]10%[-], i danni a tutti gli zombi sono aumentati del [DECEA3]6%[-]"
perkBurntTimerRank3Desc,progression,Skills,,Survive in the burnt biome for 4 hours,Sopravvivi nel bioma bruciato per 4 ore
perkBurntTimerRank3LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]3%[-], Potassium Nitrate production increased by [DECEA3]15%[-], Damage to all zombies increased by [DECEA3]9%[-]","[DECEA3]BONUS BIOMA BRUCIATO:[-]\nL'esperienza acquisita nel bioma bruciato è aumentata del [DECEA3]3%[-], la produzione di nitrato di potassio è aumentata del [DECEA3]15%[-], i danni a tutti gli zombi sono aumentati del [DECEA3]9%[-]"
perkBurntTimerRank4Desc,progression,Skills,,Survive in the burnt biome for 6 hours,Sopravvivi nel bioma bruciato per 6 ore
perkBurntTimerRank4LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]4%[-], Potassium Nitrate production increased by [DECEA3]20%[-], Damage to all zombies increased by [DECEA3]12%[-]","[DECEA3]BONUS BIOMA BRUCIATO:[-]\nL'esperienza acquisita nel bioma bruciato è aumentata del [DECEA3]4%[-], la produzione di nitrato di potassio è aumentata del [DECEA3]20%[-], i danni a tutti gli zombi sono aumentati del [DECEA3]12%[-]"
perkBurntTimerRank5Desc,progression,Skills,,Survive in the burnt biome for 8 hours,Sopravvivi nel bioma bruciato per 8 ore
perkBurntTimerRank5LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]5%[-], Potassium Nitrate production increased by [DECEA3]25%[-], Damage to all zombies increased by [DECEA3]15%[-]","[DECEA3]BONUS BIOMA BRUCIATO:[-]\nL'esperienza acquisita nel bioma bruciato è aumentata del [DECEA3]5%[-], la produzione di nitrato di potassio è aumentata del [DECEA3]25%[-], i danni a tutti gli zombi sono aumentati del [DECEA3]15%[-]"
perkBurntTimerRank6Desc,progression,Skills,,Survive in the burnt biome for 10 hours,Sopravvivi nel bioma bruciato per 10 ore
perkBurntTimerRank6LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]6%[-], Potassium Nitrate production increased by [DECEA3]30%[-], Damage to all zombies increased by [DECEA3]18%[-]","[DECEA3]BONUS BIOMA BRUCIATO:[-]\nL'esperienza acquisita nel bioma bruciato è aumentata del [DECEA3]6%[-], la produzione di nitrato di potassio è aumentata del [DECEA3]30%[-], i danni a tutti gli zombi sono aumentati del [DECEA3]18%[-]"
perkBurntTimerRank7Desc,progression,Skills,,Survive in the burnt biome for 12 hours,Sopravvivi nel bioma bruciato per 12 ore
perkBurntTimerRank7LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]7%[-], Potassium Nitrate production increased by [DECEA3]35%[-], Damage to all zombies increased by [DECEA3]21%[-]","[DECEA3]BONUS BIOMA BRUCIATO:[-]\nL'esperienza acquisita nel bioma bruciato è aumentata del [DECEA3]7%[-], la produzione di nitrato di potassio è aumentata del [DECEA3]35%[-], i danni a tutti gli zombi sono aumentati del [DECEA3]21%[-]"
perkBurntTimerRank8Desc,progression,Skills,,Survive in the burnt biome for 16 hours,Sopravvivi nel bioma bruciato per 16 ore
perkBurntTimerRank8LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]8%[-], Potassium Nitrate production increased by [DECEA3]40%[-], Damage to all zombies increased by [DECEA3]24%[-], Damage to minibosses increased by [DECEA3]10%[-]","[DECEA3]BONUS BIOMA BRUCIATO:[-]\nL'esperienza acquisita nel bioma bruciato è aumentata del [DECEA3]8%[-], la produzione di nitrato di potassio è aumentata del [DECEA3]40%[-], il danno a tutti gli zombi è aumentato del [DECEA3]24%[-], il danno ai miniboss è aumentato del [DECEA3]10%[-]"
perkBurntTimerRank9Desc,progression,Skills,,Survive in the burnt biome for 20 hours,Sopravvivi nel bioma bruciato per 20 ore
perkBurntTimerRank9LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]9%[-], Potassium Nitrate production increased by [DECEA3]45%[-], Damage to all zombies increased by [DECEA3]27%[-], Damage to minibosses increased by [DECEA3]20%[-]","[DECEA3]BONUS BIOMA BRUCIATO:[-]\nL'esperienza acquisita nel bioma bruciato è aumentata del [DECEA3]9%[-], la produzione di nitrato di potassio è aumentata del [DECEA3]45%[-], il danno a tutti gli zombi è aumentato del [DECEA3]27%[-], il danno ai miniboss è aumentato del [DECEA3]20%[-]"
perkBurntTimerRank10Desc,progression,Skills,,Survive in the burnt biome for 25 hours,Sopravvivi nel bioma bruciato per 25 ore
perkBurntTimerRank10LongDesc,progression,Skills,,"[DECEA3]BURNT BIOME BONUSES:[-]\nExperience gained in the burnt biome increased by [DECEA3]10%[-], Potassium Nitrate production increased by [DECEA3]50%[-], Damage to all zombies increased by [DECEA3]30%[-], Damage to minibosses increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY (EVERYWHERE)[-] [FFB800]FIRE RESISTANCE[-]\nGrants immunity to burning and the «Hellfire» effect from minibosses","[DECEA3]BONUS BIOMA BRUCIATO:[-]\nL'esperienza acquisita nel bioma bruciato è aumentata del [DECEA3]10%[-], la produzione di nitrato di potassio è aumentata del [DECEA3]50%[-], il danno a tutti gli zombi è aumentato del [DECEA3]30%[-], il danno ai miniboss è aumentato del [DECEA3]30%[-]\n\n[DECEA3]ABILITÀ BONUS (OVUNQUE)[-] [FFB800]RESISTENZA AL FUOCO[-]\nGarantisce l'immunità al fuoco e all'effetto «Fuoco infernale» dei miniboss"
perkDesertTimerName,progression,perk,,Desert,Deserto
perkDesertTimerDesc,progression,perk,,"It's not easy to get used to this heat. But it's only a matter of time.\nThe more time you spend in the desert, the easier it is for you to survive there.\n\n[DECEA3]Now: {cvar(TimerDesert_HH:0)}h {cvar(TimerDesert_MM:0)}m[-]","Non è facile abituarsi a questo caldo. Ma è solo questione di tempo.\nPiù tempo trascorri nel deserto, più facile sarà per te sopravvivere lì.\n\n[DECEA3]Ora: {cvar(TimerDesert_HH:0)}h {cvar(TimerDesert_MM:0)}m[-]"
Desert_LevelUP,UI,Tooltip,,Increased passive skill: Desert,Abilità passiva aumentata: Deserto
reqPerkDesert01,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 1,{cvar(TimerDesert_HH:0)} di 1
reqPerkDesert02,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 2,{cvar(TimerDesert_HH:0)} di 2
reqPerkDesert03,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 4,{cvar(TimerDesert_HH:0)} di 4
reqPerkDesert04,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 6,{cvar(TimerDesert_HH:0)} di 6
reqPerkDesert05,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 8,{cvar(TimerDesert_HH:0)} di 8
reqPerkDesert06,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 10,{cvar(TimerDesert_HH:0)} di 10
reqPerkDesert07,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 12,{cvar(TimerDesert_HH:0)} di 12
reqPerkDesert08,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 16,{cvar(TimerDesert_HH:0)} di 16
reqPerkDesert09,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 20,{cvar(TimerDesert_HH:0)} di 20
reqPerkDesert10,progression,Attribute,,{cvar(TimerDesert_HH:0)} of 25,{cvar(TimerDesert_HH:0)} di 25
perkDesertTimerRank1Desc,progression,Skills,,Survive in the desert for 1 hour,Sopravvivi nel deserto per 1 ora
perkDesertTimerRank1LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]1%[-], Iron and shale production increased by [DECEA3]5%[-], Damage to all zombies increased by [DECEA3]3%[-]","[DECEA3]BONUS DESERTO:[-]\nL'esperienza acquisita nel deserto è aumentata del [DECEA3]1%[-], la produzione di ferro e scisto è aumentata del [DECEA3]5%[-], i danni a tutti gli zombi sono aumentati del [DECEA3]3%[-]"
perkDesertTimerRank2Desc,progression,Skills,,Survive in the desert for 2 hours,Sopravvivi nel deserto per 2 ore
perkDesertTimerRank2LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]2%[-], Iron and shale production increased by [DECEA3]10%[-], Damage to all zombies increased by [DECEA3]6%[-]","[DECEA3]BONUS DESERTO:[-]\nL'esperienza acquisita nel deserto è aumentata del [DECEA3]2%[-], la produzione di ferro e scisto è aumentata del [DECEA3]10%[-], i danni a tutti gli zombi sono aumentati del [DECEA3]6%[-]"
perkDesertTimerRank3Desc,progression,Skills,,Survive in the desert for 4 hours,Sopravvivi nel deserto per 4 ore
perkDesertTimerRank3LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]3%[-], Iron and shale production increased by [DECEA3]15%[-], Damage to all zombies increased by [DECEA3]9%[-]","[DECEA3]BONUS DESERTO:[-]\nL'esperienza acquisita nel deserto è aumentata del [DECEA3]3%[-], la produzione di ferro e scisto è aumentata del [DECEA3]15%[-], i danni a tutti gli zombi sono aumentati del [DECEA3]9%[-]"
perkDesertTimerRank4Desc,progression,Skills,,Survive in the desert for 6 hours,Sopravvivi nel deserto per 6 ore
perkDesertTimerRank4LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]4%[-], Iron and shale production increased by [DECEA3]20%[-], Damage to all zombies increased by [DECEA3]12%[-]","[DECEA3]BONUS DESERTO:[-]\nL'esperienza acquisita nel deserto è aumentata del [DECEA3]4%[-], la produzione di ferro e scisto è aumentata del [DECEA3]20%[-], i danni a tutti gli zombi sono aumentati del [DECEA3]12%[-]"
perkDesertTimerRank5Desc,progression,Skills,,Survive in the desert for 8 hours,Sopravvivi nel deserto per 8 ore
perkDesertTimerRank5LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]5%[-], Iron and shale production increased by [DECEA3]25%[-], Damage to all zombies increased by [DECEA3]15%[-]","[DECEA3]BONUS DESERTO:[-]\nL'esperienza acquisita nel deserto è aumentata del [DECEA3]5%[-], la produzione di ferro e scisto è aumentata del [DECEA3]25%[-], i danni a tutti gli zombi sono aumentati del [DECEA3]15%[-]"
perkDesertTimerRank6Desc,progression,Skills,,Survive in the desert for 10 hours,Sopravvivi nel deserto per 10 ore
perkDesertTimerRank6LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]6%[-], Iron and shale production increased by [DECEA3]30%[-], Damage to all zombies increased by [DECEA3]18%[-]","[DECEA3]BONUS DESERTO:[-]\nL'esperienza acquisita nel deserto è aumentata del [DECEA3]6%[-], la produzione di ferro e scisto è aumentata del [DECEA3]30%[-], i danni a tutti gli zombi sono aumentati del [DECEA3]18%[-]"
perkDesertTimerRank7Desc,progression,Skills,,Survive in the desert for 12 hours,Sopravvivi nel deserto per 12 ore
perkDesertTimerRank7LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]7%[-], Iron and shale production increased by [DECEA3]35%[-], Damage to all zombies increased by [DECEA3]21%[-]","[DECEA3]BONUS DESERTO:[-]\nL'esperienza acquisita nel deserto è aumentata del [DECEA3]7%[-], la produzione di ferro e scisto è aumentata del [DECEA3]35%[-], i danni a tutti gli zombi sono aumentati del [DECEA3]21%[-]"
perkDesertTimerRank8Desc,progression,Skills,,Survive in the desert for 16 hours,Sopravvivi nel deserto per 16 ore
perkDesertTimerRank8LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]8%[-], Iron and shale production increased by [DECEA3]40%[-], Damage to all zombies increased by [DECEA3]24%[-], Damage to minibosses increased by [DECEA3]10%[-]","[DECEA3]BONUS DESERTO:[-]\nL'esperienza acquisita nel deserto è aumentata del [DECEA3]8%[-], la produzione di ferro e scisto è aumentata del [DECEA3]40%[-], il danno a tutti gli zombi è aumentato del [DECEA3]24%[-], il danno ai miniboss è aumentato del [DECEA3]10%[-]"
perkDesertTimerRank9Desc,progression,Skills,,Survive in the desert for 20 hours,Sopravvivi nel deserto per 20 ore
perkDesertTimerRank9LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]9%[-], Iron and shale production increased by [DECEA3]45%[-], Damage to all zombies increased by [DECEA3]27%[-], Damage to minibosses increased by [DECEA3]20%[-]","[DECEA3]BONUS DESERTO:[-]\nL'esperienza acquisita nel deserto è aumentata del [DECEA3]9%[-], la produzione di ferro e scisto è aumentata del [DECEA3]45%[-], il danno a tutti gli zombi è aumentato del [DECEA3]27%[-], il danno ai miniboss è aumentato del [DECEA3]20%[-]"
perkDesertTimerRank10Desc,progression,Skills,,Survive in the desert for 25 hours,Sopravvivi nel deserto per 25 ore
perkDesertTimerRank10LongDesc,progression,Skills,,"[DECEA3]DESERT BONUSES:[-]\nExperience gained in the desert increased by [DECEA3]10%[-], Iron and shale production increased by [DECEA3]50%[-], Damage to all zombies increased by [DECEA3]30%[-], Damage to minibosses increased by [DECEA3]30%[-]\n\n[DECEA3]BONUS ABILITY (EVERYWHERE)[-] [FFB800]SECOND WIND[-]\nYou are immune to poison effects. If the character's stamina drops below [DECEA3]30[-] units, it restores the entire stamina reserve. Cooldown [DECEA3]3[-] minutes","[DECEA3]BONUS DESERTO:[-]\nEsperienza acquisita nel deserto aumentata del [DECEA3]10%[-], produzione di ferro e scisto aumentata del [DECEA3]50%[-], danni a tutti gli zombi aumentati del [DECEA3]30%[-], danni ai miniboss aumentati del [DECEA3]30%[-]\n\n[DECEA3]ABILITÀ BONUS (OVUNQUE)[-] [FFB800]SECOND WIND[-]\nSe la resistenza del personaggio scende sotto le [DECEA3]30[-] unità, ripristina l'intera riserva di resistenza. Recupero [DECEA3]3[-] minuti"
perkWinterTimerName,progression,perk,,Winter,Inverno
perkWinterTimerDesc,progression,perk,,"It's not easy to get used to such cold. But it's only a matter of time.\nThe more time you spend in winter, the easier it is for you to survive there.\n\n[DECEA3]Now: {cvar(TimerWinter_HH:0)}h {cvar(TimerWinter_MM:0)}m[-]","Non è facile abituarsi a un freddo così grande. Ma è solo questione di tempo.\nPiù tempo trascorri in inverno, più facile sarà per te sopravvivere lì.\n\n[DECEA3]Ora: {cvar(TimerWinter_HH:0)}h {cvar(TimerWinter_MM:0)}m[-]"
